Primacy Agency,PWS ID,PWS Name,Population Served,City Name,Compliance Period Begin Date,Compliance Period End Date
Ohio,OH6300411,PAULDING VILLAGE,"3,605",PAULDING,01-Jan-2013,31-Dec-2013
Ohio,OH6400812,ROBERTS TRAILER PARK,50,DURHAM,01-Jul-2007,30-Sep-2007
Ohio,OH6400812,ROBERTS TRAILER PARK,50,DURHAM,01-Jul-2006,30-Sep-2006
Ohio,OH6400812,ROBERTS TRAILER PARK,50,DURHAM,01-Oct-2006,31-Dec-2006
Ohio,OH6400812,ROBERTS TRAILER PARK,50,DURHAM,01-Apr-2007,30-Jun-2007
Ohio,OH6400812,ROBERTS TRAILER PARK,50,DURHAM,01-Jan-2007,31-Mar-2007
Ohio,OH6500312,CARVEL MANOR MHP,148,DURHAM,01-Jan-2019,31-Mar-2019
Ohio,OH6500712,WHISPERING PINES MOBILE HOME PARK,62,BOYTON BEACH,01-Jan-2001,30-Jun-2001
Ohio,OH6501312,TWIN PINES MHP,69,LOCKBOURNE,01-Jan-2004,30-Jun-2004
Ohio,OH6501712,ODRC-PICKAWAY CORRECTION PWS,"3,376",FREDRICKTOWN,01-Jul-2022,30-Sep-2022
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Oct-2008,31-Dec-2008
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Apr-2008,30-Jun-2008
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Jul-2007,30-Sep-2007
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Jan-2008,31-Mar-2008
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Apr-2007,30-Jun-2007
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Jul-2008,30-Sep-2008
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Oct-2007,31-Dec-2007
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Jan-2004,30-Jun-2004
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Oct-2015,31-Dec-2015
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Jul-2010,30-Sep-2010
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Oct-2019,31-Dec-2019
Ohio,OH6502412,SUNSET MOBILE HOME PARK,80,BOYTON BEACH,01-Jan-2001,30-Jun-2001
Ohio,OH6502512,FOXLAIR FARMS MHP INC.,275,COLUMBUS,01-Jan-2010,31-Mar-2010
Ohio,OH6502512,FOXLAIR FARMS MHP INC.,275,COLUMBUS,01-Oct-2012,31-Dec-2012
Ohio,OH6502812,WAGON WHEEL MOBILE HOME,118,COLUMBUS,01-Oct-2006,31-Dec-2006
Ohio,OH6502812,WAGON WHEEL MOBILE HOME,118,COLUMBUS,01-Jul-2007,30-Sep-2007
Ohio,OH6502812,WAGON WHEEL MOBILE HOME,118,COLUMBUS,01-Apr-2015,30-Jun-2015
Ohio,OH6502812,WAGON WHEEL MOBILE HOME,118,COLUMBUS,01-Apr-2009,30-Jun-2009
Ohio,OH6503312,CARAVAN VILLAGE MHP,170,CORONA DEL MAR,01-Jan-2004,30-Jun-2004
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Jul-2007,30-Sep-2007
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Jan-2008,31-Mar-2008
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Jan-2007,31-Mar-2007
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Oct-2006,31-Dec-2006
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Jul-2007,30-Sep-2007
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Apr-2007,30-Jun-2007
Ohio,OH6537912,WILLOW WOOD GLOBAL LLC,136,MT. STERLING,01-Oct-2007,31-Dec-2007
Ohio,OH6539812,TELESIS TECHNOLOGIES INC,98,CIRCLEVILLE,01-Apr-2011,30-Jun-2011
Ohio,OH6539812,TELESIS TECHNOLOGIES INC,98,CIRCLEVILLE,01-Oct-2010,31-Dec-2010
Ohio,OH6539812,TELESIS TECHNOLOGIES INC,98,CIRCLEVILLE,01-Jul-2011,30-Sep-2011
Ohio,OH6539812,TELESIS TECHNOLOGIES INC,98,CIRCLEVILLE,01-Oct-2011,31-Dec-2011
Ohio,OH6539812,TELESIS TECHNOLOGIES INC,98,CIRCLEVILLE,01-Jan-2011,31-Mar-2011
Ohio,OH6600012,BEAVER  PWS,434,BEAVER,01-Jan-2001,30-Jun-2001
Ohio,OH6600712,PIKETON VILLAGE PWS,"2,181",PIKETON,01-Jan-2004,30-Jun-2004
Ohio,OH6600712,PIKETON VILLAGE PWS,"2,181",PIKETON,01-Jan-2001,30-Jun-2001
Ohio,OH6700212,BEECHWOOD ISLAND ESTATES,120,KENT,01-Oct-2007,31-Dec-2007
Ohio,OH6700212,BEECHWOOD ISLAND ESTATES,120,KENT,01-Jul-2007,30-Sep-2007
Ohio,OH6700212,BEECHWOOD ISLAND ESTATES,120,KENT,01-Oct-2006,31-Dec-2006
Ohio,OH6700212,BEECHWOOD ISLAND ESTATES,120,KENT,01-Jan-2007,31-Mar-2007
Ohio,OH6700212,BEECHWOOD ISLAND ESTATES,120,KENT,01-Apr-2007,30-Jun-2007
Ohio,OH6700212,BEECHWOOD ISLAND ESTATES,120,KENT,01-Jul-2006,30-Sep-2006
Ohio,OH6702312,MAPLE DEL MANOR LLC,513,RAVENNA,01-Jan-2001,30-Jun-2001
Ohio,OH6702412,NELSON LEDGES ESTATES MHP,231,GARRETTSVILLE,01-Jan-2001,30-Jun-2001
Ohio,OH6703112,FOX RUN ESTATES PWS,495,MOGADORE,01-Jan-2015,31-Mar-2015
Ohio,OH6703112,FOX RUN ESTATES PWS,495,MOGADORE,01-Oct-2014,31-Dec-2014
Ohio,OH6703112,FOX RUN ESTATES PWS,495,MOGADORE,01-Jul-2014,30-Sep-2014
Ohio,OH6703112,FOX RUN ESTATES PWS,495,MOGADORE,01-Apr-2014,30-Jun-2014
Ohio,OH6703912,SPRING LAKES MOBILE HOME PARK,265,KENT,01-Jan-2001,30-Jun-2001
Ohio,OH6703912,SPRING LAKES MOBILE HOME PARK,265,KENT,01-Oct-2006,31-Dec-2006
Ohio,OH6704012,TOWNHOMES AT WOODLAND POINTE,81,KENT,01-Jan-2006,31-Mar-2006
Ohio,OH6704012,TOWNHOMES AT WOODLAND POINTE,81,KENT,01-Jan-2004,30-Jun-2004
Ohio,OH6704212,MANTUA MOBILE HOME PARK,250,DURHAM,01-Jan-2001,30-Jun-2001
Ohio,OH6740312,LIFEPOINTE CHURCH,179,ATWATER,01-Jan-2001,30-Jun-2001
Ohio,OH6753612,SOUTHEAST ELEMENTARY SCHOOL PWS,750,RAVENNA,01-Jan-2004,30-Jun-2004
Ohio,OH6753912,ST. JOSEPH SCHOOL-MOGADORE,150,MOGADORE,01-Jan-2004,30-Jun-2004
Ohio,OH6765812,SARCHIONE CHEVROLET,78,RANDOLPH,01-Oct-2022,31-Dec-2022
Ohio,OH6765812,SARCHIONE CHEVROLET,78,RANDOLPH,01-Apr-2022,30-Jun-2022
Ohio,OH6780512,PORTAGE METRO. HOUSING AUTHORITY,48,RAVENNA,01-Jan-2004,30-Jun-2004
Ohio,OH6782112,NEW ADVENTURES EARLY LEARNING CENTER,86,MANTUA,01-Jan-2004,30-Jun-2004
Ohio,OH6782112,NEW ADVENTURES EARLY LEARNING CENTER,86,MANTUA,01-Oct-2011,31-Dec-2011
Ohio,OH6782112,NEW ADVENTURES EARLY LEARNING CENTER,86,MANTUA,01-Jul-2014,30-Sep-2014
Ohio,OH6782112,NEW ADVENTURES EARLY LEARNING CENTER,86,MANTUA,01-Apr-2014,30-Jun-2014
Ohio,OH6782712,"CANTEX, INC.",40,AURORA,01-Jan-2001,30-Jun-2001
Ohio,OH6784912,SOUTHEAST MIDDLE SCHOOL PWS,375,RAVENNA,01-Jan-2004,30-Jun-2004
Ohio,OH6800212,FOUNDATIONS,96,NEW PARIS,01-Jan-2006,31-Mar-2006
Ohio,OH6801212,"VERONA, VILLAGE OF",492,VERONA,01-Jan-2001,30-Jun-2001
Ohio,OH6801212,"VERONA, VILLAGE OF",492,VERONA,01-Jan-2006,31-Mar-2006
Ohio,OH6830612,"WEST ALEXANDRIA DAY CARE CENTER, INC.",46,WEST ALEXANDRIA,01-Jan-2001,30-Jun-2001
Ohio,OH6832712,TRAVEL CENTERS OF AMERICA 11 PWS,990,WESTLAKE,01-Jan-2001,30-Jun-2001
Ohio,OH6832712,TRAVEL CENTERS OF AMERICA 11 PWS,990,WESTLAKE,01-Jan-2004,30-Jun-2004
Ohio,OH6835312,PILOT CORPORATION - EATON 286,955,KNOXVILLE,01-Oct-2006,31-Dec-2006
Ohio,OH6835312,PILOT CORPORATION - EATON 286,955,KNOXVILLE,01-Jul-2006,30-Sep-2006
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Oct-2007,31-Dec-2007
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Apr-2008,30-Jun-2008
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Jul-2007,30-Sep-2007
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Jan-2008,31-Mar-2008
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Oct-2008,31-Dec-2008
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Jul-2008,30-Sep-2008
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Apr-2009,30-Jun-2009
Ohio,OH6837312,"PRECISION WOOD PRODUCTS, INC. PWS",26,CAMDEN,01-Jan-2009,31-Mar-2009
Ohio,OH6945812,JENNINGS LOCAL SCHOOL,452,FORT JENNINGS,01-Apr-2010,30-Jun-2010
Ohio,OH6945812,JENNINGS LOCAL SCHOOL,452,FORT JENNINGS,01-Apr-2009,30-Jun-2009
Ohio,OH7000112,BRIARWOOD ESTATES MHP,127,KENT,01-Jan-2004,30-Jun-2004
Ohio,OH7001512,HANLEY ACRES WATER ASSOCIATION,85,MANSFIELD,01-Jan-2001,30-Jun-2001
Ohio,OH7001712,HEATHERWOOD COMMUNITY WATER ASSOCIATION,177,MANSFIELD,01-Jan-2001,30-Jun-2001
Ohio,OH7002914,MANSFIELD CITY,"51,000",MANSFIELD,01-Jul-2000,31-Dec-2000
Ohio,OH7003112,MEADOWOOD WATER ASSOCIATION,140,MANSFIELD,01-Jan-2001,30-Jun-2001
Ohio,OH7037812,SACRED HEART SCHOOL,398,SHELBY,01-Jan-2004,30-Jun-2004
Ohio,OH7049412,CRESTVIEW LOCAL SCHOOLS,"1,400",ASHLAND,01-Jan-2001,30-Jun-2001
Ohio,OH7400512,GREEN SPRINGS VILLAGE,"1,592",GREEN SPRINGS,01-Jan-2001,30-Jun-2001
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2004,30-Jun-2004
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2007,31-Mar-2007
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2008,31-Mar-2008
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jul-2008,30-Sep-2008
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jul-2007,30-Sep-2007
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2012,31-Mar-2012
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2008,30-Jun-2008
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Oct-2007,31-Dec-2007
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2011,30-Jun-2011
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2007,30-Jun-2007
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Oct-2008,31-Dec-2008
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jul-2011,30-Sep-2011
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2009,31-Mar-2009
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2011,31-Mar-2011
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2012,30-Jun-2012
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Oct-2011,31-Dec-2011
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2009,30-Jun-2009
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Oct-2008,31-Dec-2008
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2010,30-Jun-2010
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2009,31-Mar-2009
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jul-2010,30-Sep-2010
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2011,30-Jun-2011
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jul-2009,30-Sep-2009
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Oct-2010,31-Dec-2010
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Apr-2009,30-Jun-2009
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Jan-2010,31-Mar-2010
Ohio,OH7400712,FOSTORIA MOBILE ESTATES,125,FOSTORIA,01-Oct-2009,31-Dec-2009
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Apr-2014,30-Jun-2014
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jul-2014,30-Sep-2014
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Oct-2011,31-Dec-2011
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jul-2011,30-Sep-2011
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jan-2012,31-Mar-2012
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Apr-2012,30-Jun-2012
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Apr-2011,30-Jun-2011
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Oct-2012,31-Dec-2012
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Apr-2011,30-Jun-2011
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jan-2008,31-Mar-2008
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jan-2008,31-Mar-2008
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jul-2009,30-Sep-2009
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jul-2021,30-Sep-2021
Ohio,OH7401212,EVERGREEN POPLAR VILLAGE MHP,175,FOSTORIA,01-Jul-2009,30-Sep-2009
Ohio,OH7449412,TIFFIN LOADER CRANE COMPANY,85,BASCOM,01-Jan-2002,30-Jun-2002
Ohio,OH7500412,HIDDEN VALLEY MHP PWS,85,BRADFORD,01-Apr-2015,30-Jun-2015
Ohio,OH7500412,HIDDEN VALLEY MHP PWS,85,BRADFORD,01-Apr-2018,30-Jun-2018
Ohio,OH7500412,HIDDEN VALLEY MHP PWS,85,BRADFORD,01-Apr-2009,30-Jun-2009
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jul-2008,30-Sep-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jul-2008,30-Sep-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Apr-2008,30-Jun-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Apr-2008,30-Jun-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Oct-2008,31-Dec-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Oct-2008,31-Dec-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Apr-2009,30-Jun-2009
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jul-2006,30-Sep-2006
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jul-2006,30-Sep-2006
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Apr-2010,30-Jun-2010
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jan-2013,31-Mar-2013
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Oct-2007,31-Dec-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jan-2007,31-Mar-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Apr-2007,30-Jun-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Apr-2007,30-Jun-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Oct-2006,31-Dec-2006
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jan-2008,31-Mar-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jan-2009,31-Mar-2009
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jan-2008,31-Mar-2008
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Oct-2007,31-Dec-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jul-2007,30-Sep-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Jul-2007,30-Sep-2007
Ohio,OH7500812,MCCARTYVILLE WELL ASSOCIATION PWS,184,ANNA,01-Oct-2012,31-Dec-2012
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Apr-2011,30-Jun-2011
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Oct-2007,31-Dec-2007
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Apr-2010,30-Jun-2010
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jul-2007,30-Sep-2007
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Apr-2007,30-Jun-2007
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Apr-2008,30-Jun-2008
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Oct-2009,31-Dec-2009
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jul-2009,30-Sep-2009
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jul-2010,30-Sep-2010
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Oct-2010,31-Dec-2010
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jan-2009,31-Mar-2009
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jan-2007,31-Mar-2007
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Oct-2008,31-Dec-2008
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jul-2008,30-Sep-2008
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jan-2010,31-Mar-2010
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jan-2011,31-Mar-2011
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Apr-2009,30-Jun-2009
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Oct-2006,31-Dec-2006
Ohio,OH7500912,NORTHVIEW UTILITY CORPORATION PWS,87,LIBERTY TOWNSHIP,01-Jan-2008,31-Mar-2008
Ohio,OH7501312,LAKE VIEW VILLAGE MHP,56,MINSTER,01-Jul-2009,30-Sep-2009
Ohio,OH7501312,LAKE VIEW VILLAGE MHP,56,MINSTER,01-Apr-2009,30-Jun-2009
Ohio,OH7501312,LAKE VIEW VILLAGE MHP,56,MINSTER,01-Oct-2008,31-Dec-2008
Ohio,OH7501312,LAKE VIEW VILLAGE MHP,56,MINSTER,01-Jan-2009,31-Mar-2009
Ohio,OH7501312,LAKE VIEW VILLAGE MHP,56,MINSTER,01-Oct-2010,31-Dec-2010
Ohio,OH7501312,LAKE VIEW VILLAGE MHP,56,MINSTER,01-Jul-2010,30-Sep-2010
Ohio,OH7501512,WEST LAKE VILLAGE MHP PWS,83,MINSTER,01-Apr-2009,30-Jun-2009
Ohio,OH7501512,WEST LAKE VILLAGE MHP PWS,83,MINSTER,01-Oct-2007,31-Dec-2007
Ohio,OH7501512,WEST LAKE VILLAGE MHP PWS,83,MINSTER,01-Oct-2010,31-Dec-2010
Ohio,OH7501512,WEST LAKE VILLAGE MHP PWS,83,MINSTER,01-Jan-2009,31-Mar-2009
Ohio,OH7601412,COUNTRY LAWN CENTER,116,NAVARRE,01-Apr-2011,30-Jun-2011
Ohio,OH7601412,COUNTRY LAWN CENTER,116,NAVARRE,01-Jan-2011,31-Mar-2011
Ohio,OH7601412,COUNTRY LAWN CENTER,116,NAVARRE,01-Oct-2010,31-Dec-2010
Ohio,OH7601412,COUNTRY LAWN CENTER,116,NAVARRE,01-Jul-2010,30-Sep-2010
Ohio,OH7602212,ALTERCARE OF HARTVILLE,198,HARTVILLE,01-Jul-2001,31-Dec-2001
Ohio,OH7602712,LAKE SHERMAN VILLAGE PWS,563,NAVARRE,01-Jul-2001,31-Dec-2001
Ohio,OH7603012,LOUISVILLE CITY PWS,"9,186",LOUISVILLE,01-Jul-2001,31-Dec-2001
Ohio,OH7605012,SHADY KNOLL MHP,32,KENT,01-Jul-2001,31-Dec-2001
Ohio,OH7605012,SHADY KNOLL MHP,32,KENT,01-Jan-2005,31-Dec-2007
Ohio,OH7605212,GREEN MEADOWS HEALTH AND WELLNESS CENTER,182,LOUISVILLE,01-Jul-2001,31-Dec-2001
Ohio,OH7605412,SKYLAND HILLS MHP,273,SOLON,01-Jul-2001,31-Dec-2001
Ohio,OH7606612,LINCOLN SQUARE APARTMENTS,125,AKRON,01-Oct-2010,31-Dec-2010
Ohio,OH7606612,LINCOLN SQUARE APARTMENTS,125,AKRON,01-Jan-2014,31-Mar-2014
Ohio,OH7660412,"BUCKEYE PACKAGING, INC.",80,ALLIANCE,01-Apr-2017,30-Jun-2017
Ohio,OH7660412,"BUCKEYE PACKAGING, INC.",80,ALLIANCE,01-Oct-2007,31-Dec-2007
Ohio,OH7660412,"BUCKEYE PACKAGING, INC.",80,ALLIANCE,01-Jan-2008,31-Mar-2008
Ohio,OH7660412,"BUCKEYE PACKAGING, INC.",80,ALLIANCE,01-Jul-2007,30-Sep-2007
Ohio,OH7660412,"BUCKEYE PACKAGING, INC.",80,ALLIANCE,01-Apr-2008,30-Jun-2008
Ohio,OH7700812,COMET MOBILE HOME PARK,25,NORTH CANTON,01-Jul-2001,31-Dec-2001
Ohio,OH7700812,COMET MOBILE HOME PARK,25,NORTH CANTON,01-Jan-2020,31-Mar-2020
Ohio,OH7700812,COMET MOBILE HOME PARK,25,NORTH CANTON,01-Oct-2017,31-Dec-2017
Ohio,OH7702512,HUDSON ESTATES PWS,410,MORGANTOWN,01-Apr-2006,30-Jun-2006
Ohio,OH7702512,HUDSON ESTATES PWS,410,MORGANTOWN,01-Jul-2013,30-Sep-2013
Ohio,OH7702512,HUDSON ESTATES PWS,410,MORGANTOWN,01-Jul-2014,30-Sep-2014
Ohio,OH7702512,HUDSON ESTATES PWS,410,MORGANTOWN,01-Jan-2014,31-Mar-2014
Ohio,OH7702512,HUDSON ESTATES PWS,410,MORGANTOWN,01-Apr-2014,30-Jun-2014
Ohio,OH7704812,SEASONS REHAB AND CARE CENTER,79,STOW,01-Apr-2024,30-Jun-2024
Ohio,OH7704812,SEASONS REHAB AND CARE CENTER,79,STOW,01-Apr-2008,30-Jun-2008
Ohio,OH7704812,SEASONS REHAB AND CARE CENTER,79,STOW,01-Jul-2004,31-Dec-2004
Ohio,OH7704812,SEASONS REHAB AND CARE CENTER,79,STOW,01-Jul-2007,30-Sep-2007
Ohio,OH7704812,SEASONS REHAB AND CARE CENTER,79,STOW,01-Jul-2001,31-Dec-2001
Ohio,OH7707212,PINE MILL RIDGE 2 PWS,178,SEVILLE,01-Jul-2001,31-Dec-2001
Ohio,OH7707212,PINE MILL RIDGE 2 PWS,178,SEVILLE,01-Jul-2004,31-Dec-2004
Ohio,OH7745412,BATH TOWNSHIP OFFICE,33,BATH,01-Jul-2001,31-Dec-2001
Ohio,OH7751022,HERITAGE CLASSICAL ACADEMY,209,PENINSULA,01-Jul-2001,31-Dec-2001
Ohio,OH7780112,MAYFAIR CHRISTIAN SCHOOL PWS,108,UNIONTOWN,01-Jul-2001,31-Dec-2001
Ohio,OH7783312,HALE FARM - HERRICK WELL,508,BATH,01-Jul-2004,31-Dec-2004
Ohio,OH7795712,MANCHESTER ADMINISTRATION BUILDING PWS,25,NEW FRANKLIN,01-Jul-2001,31-Dec-2001
Ohio,OH7801712,LAKEVIEW MOBILE HOME PARK,220,KENT,01-Apr-2009,30-Jun-2009
Ohio,OH7801712,LAKEVIEW MOBILE HOME PARK,220,KENT,01-Jan-2009,31-Mar-2009
Ohio,OH7801712,LAKEVIEW MOBILE HOME PARK,220,KENT,01-Jul-2008,30-Sep-2008
Ohio,OH7801712,LAKEVIEW MOBILE HOME PARK,220,KENT,01-Oct-2008,31-Dec-2008
