City Name,State,Population
WAYNESBORO,Pennsylvania,46
BAINBRIDGE,Pennsylvania,95
CHRISTIANA,Pennsylvania,1100
GAP,Pennsylvania,150
RONKS,Pennsylvania,140
EPHRATA,Pennsylvania,45
MOHNTON,Pennsylvania,40
LEOLA,Pennsylvania,48
MANHEIM,Pennsylvania,141
FARMINGTON HILLS,Pennsylvania,314
COLUMBIA,Pennsylvania,4048
PORT DEPOSIT,Pennsylvania,30
LITITZ,Pennsylvania,8561
ELIZABETHTOWN,Pennsylvania,19000
MILLERSVILLE,Pennsylvania,7950
MANHEIM,Pennsylvania,125
MANHEIM,Pennsylvania,2500
CONESTOGA,Pennsylvania,400
GORDONVILLE,Pennsylvania,30
MANHEIM,Pennsylvania,1426
HONEY BROOK,Pennsylvania,28
MALVERN,Pennsylvania,110
NARVON,Pennsylvania,190
NEW HOLLAND,Pennsylvania,200
GAP,Pennsylvania,1001
MALVERN,Pennsylvania,100
LEOLA,Pennsylvania,300
QUARRYVILLE,Pennsylvania,35
RONKS,Pennsylvania,45
NEW HOLLAND,Pennsylvania,350
EAST EARL,Pennsylvania,2100
LITITZ,Pennsylvania,250
MOUNT JOY,Pennsylvania,400
LANCASTER,Pennsylvania,150
EPHRATA,Pennsylvania,186
HERSHEY,Pennsylvania,72
LITITZ,Pennsylvania,160
MOUNT GRETNA,Pennsylvania,375
MYERSTOWN,Pennsylvania,400
LEBANON,Pennsylvania,280
ORLANDO,Pennsylvania,293
SHERMANS DALE,Pennsylvania,450
SHERMANS DALE,Pennsylvania,48
MORGANTOWN,Pennsylvania,303
LIVERPOOL,Pennsylvania,934
DUNCANNON,Pennsylvania,248
DUNCANNON,Pennsylvania,2000
NEWPORT,Pennsylvania,3200
MARYSVILLE,Pennsylvania,234
MEXICO,Pennsylvania,144
DUNCANNON,Pennsylvania,150
OLYPHANT,Pennsylvania,186
LOYSVILLE,Pennsylvania,249
SHERMANS DALE,Pennsylvania,55
DUNCANNON,Pennsylvania,60
LOYSVILLE,Pennsylvania,42
HARRISBURG,Pennsylvania,76
NEWPORT,Pennsylvania,300
SHERMANS DALE,Pennsylvania,800
SHERMANSDALE,Pennsylvania,100
DUNCANNON,Pennsylvania,90
HARRISBURG,Pennsylvania,100
LOYSVILLE,Pennsylvania,110
BANNER ELK,Pennsylvania,400
STEWARTSTOWN,Pennsylvania,5206
ELIZABETHTOWN,Pennsylvania,28
DELTA,Pennsylvania,1400
RED LION,Pennsylvania,15882
SHREWSBURY,Pennsylvania,4727
YORK,Pennsylvania,46
WRIGHTSVILLE,Pennsylvania,4076
YORK,Pennsylvania,9960
MORGANTOWN,Pennsylvania,200
HARRISBURG,Pennsylvania,40
YORK,Pennsylvania,125
ETTERS,Pennsylvania,475
HANOVER,Pennsylvania,75
ETTERS,Pennsylvania,135
DILLSBURG,Pennsylvania,50
LEWISBERRY,Pennsylvania,200
SAN JUAN,Puerto Rico,1163581
ARECIBO,Puerto Rico,81548
FLORIDA,Puerto Rico,14303
VEGA BAJA,Puerto Rico,40620
ARECIBO,Puerto Rico,7851
MOROVIS,Puerto Rico,2369
JAYUYA,Puerto Rico,713
MAYAGUEZ,Puerto Rico,162168
AGUADILLA,Puerto Rico,132515
HORMIGUERO,Puerto Rico,12715
SABANA GRANDE,Puerto Rico,4018
MOROVIS,Puerto Rico,208
PONCE,Puerto Rico,121867
SANTA ISABEL,Puerto Rico,51311
GUAYANILLA,Puerto Rico,9029
GUANICA,Puerto Rico,6670
YAUCO,Puerto Rico,39262
JUANA DIAZ,Puerto Rico,2462
GUAYANILLA,Puerto Rico,1143
PONCE,Puerto Rico,13558
JUANA DIAZ,Puerto Rico,4438
AIBONITO,Puerto Rico,17782
BARRANQUITAS,Puerto Rico,6384
BARRANQUITAS,Puerto Rico,4510
PONCE,Puerto Rico,10449
CAYEY,Puerto Rico,21787
JUANA DIAZ,Puerto Rico,1388
CAYEY,Puerto Rico,2080
COMERIO,Puerto Rico,16121
SALINAS,Puerto Rico,6509
CAYEY,Puerto Rico,39156
SANTURCE,Puerto Rico,5935
GURABO,Puerto Rico,25806
DORADO,Puerto Rico,31880
GUAYNABO,Puerto Rico,6411
GUAYNABO,Puerto Rico,375
VEGA BAJA,Puerto Rico,275
SAN GERMAN,Puerto Rico,900
PONCE,Puerto Rico,7416
SANTA ISABEL,Puerto Rico,100
AIBONITO,Puerto Rico,890
CAYEY,Puerto Rico,2650
SALINAS,Puerto Rico,257
CAGUAS,Puerto Rico,41
CAGUAS,Puerto Rico,1000
CAGUAS,Puerto Rico,385
CEIBA,Puerto Rico,414
YABUCOA,Puerto Rico,440
COROZAL,Puerto Rico,25
WEST KINGSTON,Rhode Island,3968
RYE,Rhode Island,250
HARRISVILLE,Rhode Island,1125
WESTLAKE,Rhode Island,255
GREENVILLE,Rhode Island,75
CHARLESTOWN,Rhode Island,28
ADAMSVILLE,Rhode Island,297
GREENVILLE,South Carolina,492
WESTMINSTER,South Carolina,8085
MARTIN,South Dakota,148
BOX ELDER,South Dakota,10551
BLACK HAWK,South Dakota,400
EDGEMONT,South Dakota,725
GARDEN CITY,South Dakota,50
HECLA,South Dakota,208
HILL CITY,South Dakota,872
ISABEL,South Dakota,145
MARTIN,South Dakota,985
NISLAND,South Dakota,206
ROSHOLT,South Dakota,379
SPEARFISH,South Dakota,180
WORTHING,South Dakota,939
EDGEMONT,South Dakota,42
SPEARFISH,South Dakota,50
PIEDMONT,South Dakota,1075
LAKE ANDES,South Dakota,180
DELMONT,South Dakota,85
SCOTLAND,South Dakota,150
BRITTON,South Dakota,140
ROSHOLT,South Dakota,108
HURON,South Dakota,95
FRANKFORT,South Dakota,95
ELKTON,South Dakota,110
BELLE FOURCHE,South Dakota,125
BLACK HAWK,South Dakota,65
LETCHER,South Dakota,125
BLACK HAWK,South Dakota,40
ORAL,South Dakota,68
LEAD,South Dakota,45
KEYSTONE,South Dakota,4100
CEDAR GROVE,Tennessee,1492
DAYTON,Tennessee,24565
ERIN,Tennessee,8239
HENNING,Tennessee,3200
FRANKLIN,Tennessee,77411
GAINSBORO,Tennessee,1560
GERMANTOWN,Tennessee,37993
GREENEVILLE,Tennessee,5604
KNOXVILLE,Tennessee,71376
HARTSVILLE,Tennessee,10750
KNOXVILLE,Tennessee,39780
MIDDLETON,Tennessee,821
MOUNT PLEASANT,Tennessee,8610
NEWBERN,Tennessee,9535
CLINTON,Tennessee,25700
OAK RIDGE,Tennessee,5215
ASHLAND CITY,Tennessee,3613
ROGERSVILLE,Tennessee,12915
SEVIERVILLE,Tennessee,815
DYER,Tennessee,1236
ELIZABETHTON,Tennessee,201
FT. CAMPBELL,Tennessee,43270
SEVIERVILLE,Tennessee,450
MADISONVILLE,Tennessee,259
HOLLADAY,Tennessee,18
DOVER,Tennessee,123
NEW JOHNSONVILLE,Tennessee,810
OLD HICKORY,Tennessee,604
SWEETWATER,Tennessee,121
PALESTINE,Texas,4131
ANDREWS,Texas,14109
ANDREWS,Texas,222
HUNTINGTON,Texas,2121
BARKER,Texas,110
MORTON,Texas,30
AUSTIN,Texas,471
AUSTIN,Texas,129
BANDERA,Texas,25
PIPE CREEK,Texas,111
SAN ANTONIO,Texas,88
SMITHVILLE,Texas,4901
BASTROP,Texas,86325
SMITHVILLE,Texas,25
BEEVILLE,Texas,13664
TYNAN,Texas,250
BARKER,Texas,81
AUSTIN,Texas,105
LITTLETON,Texas,132
BOERNE,Texas,100
NEWPORT BEACH,Texas,236
ELMENDORF,Texas,96
SAN ANTONIO,Texas,100
BLANCO,Texas,3192
JOHNSON CITY,Texas,63
GAIL,Texas,275
CRANFILLS GAP,Texas,300
IREDELL,Texas,360
TEXARKANA,Texas,60
DANBURY,Texas,1745
HOUSTON,Texas,531
ROSHARON,Texas,354
SURFSIDE BEACH,Texas,5697
RICHMOND,Texas,195
CYPRESS,Texas,201
BRAZORIA,Texas,25
HOUSTON,Texas,105
MIDLAND,Texas,77
CYPRESS,Texas,237
CYPRESS,Texas,261
WESTLAKE VILLAGE,Texas,501
ROSHARON,Texas,516
HOUSTON,Texas,3567
MANVEL,Texas,65
ANGLETON,Texas,1953
ROSHARON,Texas,918
CYPRESS,Texas,330
CYPRESS,Texas,207
SANTA FE,Texas,25
PEARLAND,Texas,105
QUINTANA,Texas,231
PEARLAND,Texas,72
PEARLAND,Texas,63
LIVERPOOL,Texas,870
ROSHARON,Texas,63
ROSHARON,Texas,174
ALVIN,Texas,174
HOUSTON,Texas,300
AUSTIN,Texas,294
CYPRESS,Texas,117
SPRING,Texas,906
CEDAREDGE,Texas,346
WELLBORN,Texas,23170
CYPRESS,Texas,202
ALPINE,Texas,42
SOMERVILLE,Texas,120
DRIPPING SPRINGS,Texas,210
SOMERVILLE,Texas,492
DES PERES,Texas,333
ARLINGTON,Texas,261
EL CAMPO,Texas,150
PORT O CONNOR,Texas,42
LINDEN,Texas,1888
LINDEN,Texas,55
HEREFORD,Texas,140
LEAGUE CITY,Texas,270
AUSTIN,Texas,8004
BAYTOWN,Texas,90
CYPRESS,Texas,643
MONT BELVIEU,Texas,174
AUSTIN,Texas,176
RUSK,Texas,687
MORTON,Texas,1690
HOUSTON,Texas,40
COLUMBUS,Texas,25
CANYON LAKE,Texas,75
CANYON LAKE,Texas,46305
CANYON LAKE,Texas,315
AUSTIN,Texas,126
AUSTIN,Texas,195
FORT WORTH,Texas,285
CRANE,Texas,3150
MIDLAND,Texas,25
AUSTIN,Texas,250
RALLS,Texas,40
GLENN HEIGHTS,Texas,18718
GRAND PRAIRIE,Texas,662
ACKERLY,Texas,245
WELCH,Texas,315
LAMESA,Texas,311
MOUNT ENTERPRISE,Texas,156
AUBREY,Texas,1680
DES PERES,Texas,384
THE WOODLANDS,Texas,72
LAKEWOOD VILLAGE,Texas,168
AUSTIN,Texas,186
AUSTIN,Texas,1452
DENTON,Texas,87
AUSTIN,Texas,351
DES PERES,Texas,68
CARRIZO SPRINGS,Texas,5830
CARRIZO SPRINGS,Texas,210
THE WOODLANDS,Texas,238
BENAVIDES,Texas,2285
FREER,Texas,2923
SAN DIEGO,Texas,6291
BENAVIDES,Texas,160
REALITOS,Texas,38
GOLDSMITH,Texas,257
MIDLAND,Texas,50
HOUSTON,Texas,70
FERRIS,Texas,3070
ANTHONY,Texas,5423
TORNILLO,Texas,3600
VINTON,Texas,165
EL PASO,Texas,141
EL PASO,Texas,224
VINTON,Texas,108
AUSTIN,Texas,54
CANUTILLO,Texas,39
AUSTIN,Texas,135
DUBLIN,Texas,129
STEPHENVILLE,Texas,90
HICO,Texas,38
MARLIN,Texas,5353
WACO,Texas,2880
BAILEY,Texas,444
FLATONIA,Texas,2430
ELLINGER,Texas,462
LA GRANGE,Texas,5802
DOUGHERTY,Texas,50
MISSOURI CITY,Texas,4122
HOUSTON,Texas,492
FRESNO,Texas,75
THOMPSONS,Texas,125
FRESNO,Texas,100
AUSTIN,Texas,258
MCALLEN,Texas,114
SEAGRAVES,Texas,2417
LOOP,Texas,300
SEMINOLE,Texas,8917
FORT WORTH,Texas,0
MIDLAND,Texas,37
KALAMAZOO,Texas,30
SANTA FE,Texas,81
SEABROOK,Texas,50
DOSS,Texas,40
WHITESBORO,Texas,6159
DENISON,Texas,180
LONGVIEW,Texas,9021
ANDERSON,Texas,222
ANDERSON,Texas,40
HUNTSVILLE,Texas,1597
WALLER,Texas,1650
SAN MARCOS,Texas,15924
DES PERES,Texas,624
PLAINVIEW,Texas,108
PLAINVIEW,Texas,80
SILSBEE,Texas,81
CYPRESS,Texas,1917
DES PERES,Texas,2703
HOUSTON,Texas,385
CYPRESS,Texas,126
CYPRESS,Texas,96
HOUSTON,Texas,5169
GLENDALE,Texas,375
HOUSTON,Texas,80073
HOUSTON,Texas,3645
HOUSTON,Texas,4305
HOUSTON,Texas,4872
HOUSTON,Texas,2688
HOUSTON,Texas,3627
HOUSTON,Texas,1410
HOUSTON,Texas,30
PEARLAND,Texas,660
HOUSTON,Texas,126
HOUSTON,Texas,6708
MOUNT ENTERPRISE,Texas,105
HOUSTON,Texas,25
HOUSTON,Texas,3000
MOUNT ENTERPRISE,Texas,90
HOUSTON,Texas,3498
HOUSTON,Texas,96
AUSTIN,Texas,108
LA PORTE,Texas,74
BAYTOWN,Texas,85
HOUSTON,Texas,14151
HOUSTON,Texas,8454
HOUSTON,Texas,12087
PEARLAND,Texas,85
HOUSTON,Texas,48
MISSOURI CITY,Texas,60
PINEHURST,Texas,147
AUSTIN,Texas,99
MOUNT ENTERPRISE,Texas,120
HOUSTON,Texas,8289
CYPRESS,Texas,2289
HOUSTON,Texas,87
HOUSTON,Texas,5892
CHANNELVIEW,Texas,25
CROSBY,Texas,63
PASADENA,Texas,110
SPRING,Texas,141
HOUSTON,Texas,92
HOUSTON,Texas,150
HOUSTON,Texas,403
HOUSTON,Texas,390
HOUSTON,Texas,230
HOUSTON,Texas,30
HOUSTON,Texas,217
EDISON,Texas,25
HOUSTON,Texas,8205
HOUSTON,Texas,63
HOUSTON,Texas,130
MOUNT ENTERPRISE,Texas,99
HOUSTON,Texas,105
TOMBALL,Texas,151
CYPRESS,Texas,40
HOUSTON,Texas,25
ORANGE,Texas,33
CYPRESS,Texas,72
HOUSTON,Texas,150
HOUSTON,Texas,90
HOUSTON,Texas,25
PINEHURST,Texas,438
HASKELL,Texas,68
AUSTIN,Texas,444
DRIPPING SPRINGS,Texas,52
ATHENS,Texas,17934
CHANDLER,Texas,3663
ATHENS,Texas,1083
AUSTIN,Texas,1224
AUSTIN,Texas,141
LA VILLA,Texas,2781
PROGRESO,Texas,17943
MOUNT CALM,Texas,474
MOUNT CALM,Texas,2018
SMYER,Texas,474
LEVELLAND,Texas,220
CANYON,Texas,25
GRANBURY,Texas,414
GRANBURY,Texas,20458
GRANBURY,Texas,453
AUSTIN,Texas,2895
AUSTIN,Texas,150
AUSTIN,Texas,378
AUSTIN,Texas,480
FORT HANCOCK,Texas,1800
EL PASO,Texas,849
WOLFE CITY,Texas,1480
COMMERCE,Texas,4350
TERRELL,Texas,27
FRITCH,Texas,100
MERTZON,Texas,781
COLLINSVILLE,Texas,390
INEZ,Texas,91
DES PERES,Texas,600
HEBBRONVILLE,Texas,5003
ALICE,Texas,1950
LEWISVILLE,Texas,90
MOUNT ENTERPRISE,Texas,153
ALICE,Texas,130
HOUSTON,Texas,85
ALVARADO,Texas,4739
CYPRESS,Texas,336
AUSTIN,Texas,456
KEENE,Texas,330
KEENE,Texas,240
AUSTIN,Texas,150
AUSTIN,Texas,3537
CYPRESS,Texas,87
CYPRESS,Texas,132
CYPRESS,Texas,186
CYPRESS,Texas,114
CYPRESS,Texas,159
AUSTIN,Texas,267
AUSTIN,Texas,777
AUSTIN,Texas,531
KENEDY,Texas,6454
RUNGE,Texas,1482
KARNES CITY,Texas,8343
SAN ANTONIO,Texas,96
COMFORT,Texas,54
WEST LAKE HILLS,Texas,180
HUNT,Texas,525
AUSTIN,Texas,225
HUNT,Texas,75
SAN ANTONIO,Texas,105
INGRAM,Texas,138
DRIPPING SPRINGS,Texas,66
BARKER,Texas,60
HOUSTON,Texas,60
SPADE,Texas,100
GIDDINGS,Texas,180
DAISETTA,Texas,1141
LIVINGSTON,Texas,507
CONROE,Texas,135
DES PERES,Texas,57
PRAIRIE HILL,Texas,2145
MOUNT ENTERPRISE,Texas,60
DARROUZETT,Texas,301
AUSTIN,Texas,798
IDALOU,Texas,2250
WOLFFORTH,Texas,6008
NEW DEAL,Texas,729
HOUSTON,Texas,1140
LUBBOCK,Texas,204
LUBBOCK,Texas,43
DES PERES,Texas,201
LUBBOCK,Texas,360
LUBBOCK,Texas,114
LUBBOCK,Texas,3242
LUBBOCK,Texas,1300
CORPUS CHRISTI,Texas,147
LUBBOCK,Texas,76
LUBBOCK,Texas,216
COEUR D ALENE,Texas,75
WOLFFORTH,Texas,189
LOVINGTON,Texas,60
SHALLOWATER,Texas,68
DES PERES,Texas,324
LUBBOCK,Texas,95
SHALLOWATER,Texas,54
LUBBOCK,Texas,70
LUBBOCK,Texas,231
CLOVIS,Texas,60
WILSON,Texas,444
NEW HOME,Texas,965
TAHOKA,Texas,55
BRADY,Texas,5371
MIDLAND,Texas,68
BELLMEAD,Texas,10664
MART,Texas,1846
AXTELL,Texas,1914
AXTELL,Texas,2195
MOODY,Texas,4620
LEROY,Texas,1680
RIESEL,Texas,744
RIESEL,Texas,1476
CHINA SPRING,Texas,3939
WACO,Texas,285
RIESEL,Texas,0
MOUNT ENTERPRISE,Texas,153
STANTON,Texas,2492
LENORAH,Texas,292
BAY CITY,Texas,18061
SARGENT,Texas,564
LAKE JACKSON,Texas,678
ELMATON,Texas,500
EAGLE PASS,Texas,1000
CASTROVILLE,Texas,246
AUSTIN,Texas,414
MIDLAND,Texas,142344
MIDLAND,Texas,1000
SACRAMENTO,Texas,2600
MIDLAND,Texas,2559
SAVOY,Texas,234
MIDLAND,Texas,163
BARKER,Texas,165
MIDLAND,Texas,918
BARKER,Texas,195
MIDLAND,Texas,138
DENVER,Texas,50
MIDLAND,Texas,60
SAINT JO,Texas,881
COLLINSVILLE,Texas,570
WILLIS,Texas,8760
HOUSTON,Texas,1596
CYPRESS,Texas,2454
SPLENDORA,Texas,1457
CYPRESS,Texas,250
AUSTIN,Texas,1185
WALLER,Texas,360
HOUSTON,Texas,100
STAMFORD,Texas,50
CYPRESS,Texas,1068
HOUSTON,Texas,738
CONROE,Texas,242
FLOMOT,Texas,55
NACOGDOCHES,Texas,3143
NEWTON,Texas,360
VIDOR,Texas,73
VIDOR,Texas,65
VIDOR,Texas,64
VIDOR,Texas,26
HOUSTON,Texas,195
CONROE,Texas,85
CONROE,Texas,46
VIDOR,Texas,65
MONTGOMERY,Texas,63
GARY,Texas,999
CLAYTON,Texas,1137
GLENDALE,Texas,1797
DENVER,Texas,423
DES PERES,Texas,432
WEATHERFORD,Texas,285
WEATHERFORD,Texas,285
FORT WORTH,Texas,48
AUSTIN,Texas,88
NEW WAVERLY,Texas,1000
LIVINGSTON,Texas,372
AUSTIN,Texas,471
CYPRESS,Texas,422
GOODRICH,Texas,799
LIVINGSTON,Texas,2856
CYPRESS,Texas,498
DES PERES,Texas,420
LIVINGSTON,Texas,5817
AMARILLO,Texas,201291
MARFA,Texas,138
REDFORD,Texas,82
ROYAL OAK,Texas,555
AMARILLO,Texas,250
AMARILLO,Texas,114
LAGUNA BEACH,Texas,55
BONITA,Texas,80
WOODSBORO,Texas,1233
TIVOLI,Texas,396
MILES,Texas,907
HENDERSON,Texas,14666
IRVING,Texas,250
HUNTINGTON,Texas,67
HUNTINGTON,Texas,48
HUNTINGTON,Texas,108
DES PERES,Texas,131
HUNTINGTON,Texas,87
POINTBLANK,Texas,2301
DODGE,Texas,2500
LIVINGSTON,Texas,69
CYPRESS,Texas,118
SINTON,Texas,608
MOUNT ENTERPRISE,Texas,60
MOUNT ENTERPRISE,Texas,61
TYLER,Texas,4569
WINONA,Texas,2847
WINONA,Texas,1194
VAN,Texas,1100
THOMASVILLE,Texas,39
GLEN ROSE,Texas,2444
AUSTIN,Texas,246
AUSTIN,Texas,111
EL PASO,Texas,48
FALCON HEIGHTS,Texas,3600
LA GRULLA,Texas,8982
SAN ISIDRO,Texas,227
KENNEDALE,Texas,7670
BENBROOK,Texas,24437
AUSTIN,Texas,93
AUSTIN,Texas,114
GRAND PRAIRIE,Texas,51
ADDISON,Texas,146
DES PERES,Texas,141
FORT WORTH,Texas,22
AUSTIN,Texas,690
MANSFIELD,Texas,102
LAWN,Texas,767
MEADOW,Texas,592
WELLMAN,Texas,200
SAN ANGELO,Texas,48
CYPRESS,Texas,696
AUSTIN,Texas,50
CYPRESS,Texas,34
DIANA,Texas,7320
TYLER,Texas,282
TYLER,Texas,105
TYLER,Texas,639
CONCAN,Texas,1488
DEL RIO,Texas,81
DEL RIO,Texas,660
DEL RIO,Texas,381
EL PASO,Texas,50
BEN WHEELER,Texas,183
BLOOMINGTON,Texas,2462
VICTORIA,Texas,1944
PLACEDO,Texas,741
VICTORIA,Texas,40
WACO,Texas,120
VICTORIA,Texas,78
HUNTSVILLE,Texas,1800
NEW WAVERLY,Texas,275
HUNTSVILLE,Texas,12
MOUNT ENTERPRISE,Texas,108
HEMPSTEAD,Texas,6687
MOUNT ENTERPRISE,Texas,113
BRENHAM,Texas,210
BRUNI,Texas,350
OILTON,Texas,411
BRUNI,Texas,150
MIRANDO CITY,Texas,460
LAREDO,Texas,54
BOLING,Texas,800
FLORENCE,Texas,1136
AUSTIN,Texas,891
RUNAWAY BAY,Texas,1430
NEWARK,Texas,120
LEAGUE CITY,Texas,300
AUSTIN,Texas,546
AUSTIN,Texas,222
CHICAGO,Texas,200
TYLER,Texas,5919
WINNSBORO,Texas,8628
DENVER CITY,Texas,5500
PLAINS,Texas,1355
MIDLAND,Texas,50
AMARILLO,Texas,35
CRYSTAL CITY,Texas,650
BEAR RIVER,Utah,880
CORINNE,Utah,176
CORINNE,Utah,740
DEWEYVILLE,Utah,390
PORTAGE,Utah,275
FIELDING,Utah,1133
FIELDING,Utah,1193
HONEYVILLE,Utah,1500
MONTUA,Utah,1200
BRIGHAM CITY,Utah,1945
RICHMOND,Utah,2036
TREMONTON,Utah,590
MALAD CITY,Utah,2000
DEWEYVILLE,Utah,100
WILLARD,Utah,65
PLEASANT VIEW,Utah,120
MALAD,Utah,466
HILL AFB,Utah,63
LOGAN,Utah,175
TREMONTON,Utah,44
SANDY,Utah,27
WELLSVILLE,Utah,7926
AMALGA,Utah,495
CLARKSTON,Utah,763
CORNISH,Utah,275
WELLSVILLE,Utah,10200
NEWTON,Utah,810
COVE,Utah,45
SMITHFIELD,Utah,8500
PARADISE,Utah,1014
PRESTON,Utah,2967
RIVER HEIGHTS,Utah,2195
COVE,Utah,120
BENSON,Utah,743
RIVER HEIGHTS,Utah,100
EAST CARBON,Utah,1460
MANILA,Utah,144
MANILA,Utah,701
DUTCH JOHN,Utah,467
KAYSVILLE,Utah,8125
BOUNTIFUL,Utah,37500
NORTH SALT LAKE,Utah,18655
FARMINGTON,Utah,15000
TABIONA,Utah,380
SOUTH JORDAN,Utah,433
FRUITLAND,Utah,250
TABIONA,Utah,405
CASTLEDALE,Utah,315
CASTLEDALE,Utah,1660
CASTLEDALE,Utah,1420
ELMO,Utah,175
HUNTINGTON,Utah,123
HUNTINGTON,Utah,62
ANTIMONY,Utah,135
CANNONVILLE,Utah,245
ESCALANTE,Utah,800
HATCH,Utah,234
TROPIC,Utah,700
LAKE POWELL,Utah,73
BRYCE,Utah,351
TICABOO,Utah,36
MOAB,Utah,76
MOAB,Utah,35
MOAB,Utah,145
MOAB,Utah,4018
PAROWAN,Utah,1038
CEDAR CITY,Utah,37760
SUMMIT,Utah,220
BERYL,Utah,51
NEWCASTLE,Utah,350
PARAGONAH,Utah,600
ENTERPRISE,Utah,210
CEDAR CITY,Utah,150
CEDAR CITY,Utah,74
CEDAR CITY,Utah,350
CEDAR CITY,Utah,204
CEDAR CITY,Utah,440
CEDAR CITY,Utah,220
MILFORD,Utah,100
CEDAR CITY,Utah,75
EUREKA,Utah,760
EUREKA,Utah,25
ALTON,Utah,136
KANAB,Utah,200
ORDERVILLE,Utah,411
KANAB,Utah,40
KANAB,Utah,94
DELTA,Utah,3436
HINCKLEY,Utah,630
OAK CITY,Utah,650
SCIPIO,Utah,325
LEAMINGTON,Utah,250
DELTA,Utah,52
DELTA,Utah,435
DELTA,Utah,490
DELTA,Utah,70
HINCKLEY,Utah,38
CROYDON,Utah,92
MORGAN,Utah,105
MOUNTAIN GREEN,Utah,47
MORGAN,Utah,28
JUNCTION,Utah,215
CIRCLEVILLE,Utah,500
KINGSTON,Utah,180
GREENWICH,Utah,75
NORTH OGDEN,Utah,240
RANDOLPH,Utah,470
WOODRUFF,Utah,200
BOUNTIFUL,Utah,1302
KEARNS,Utah,55119
MAGNA,Utah,32100
SANDY,Utah,99750
COALVILLE,Utah,23600
CITY,Utah,522
ALTA,Utah,3883
SALT LAKE CITY,Utah,150
SOUTH JORDAN,Utah,800
SALT LAKE CITY,Utah,1000
HERRIMAN,Utah,300
HERRIMAN,Utah,60000
BLANDING,Utah,3760
BLUFF,Utah,430
MONTICELLO,Utah,2393
BLANDING,Utah,40
MONTICELLO,Utah,90
LAKE POWELL,Utah,171
BLANDING,Utah,50
BULLFROG,Utah,190
BLANDING,Utah,26
MONTICELLO,Utah,175
CENTERFIELD,Utah,1650
FAYETTE,Utah,265
GUNNISON,Utah,3490
MOUNT PLEASANT,Utah,3660
SPRING CITY,Utah,1050
EPHRAIM,Utah,7000
FAIRVIEW,Utah,2092
MORNI,Utah,1600
OREM,Utah,271
MORONI,Utah,380
OREM,Utah,152
SALT LAKE CITY,Utah,70
ELSINORE,Utah,150
CENTRAL VALLEY,Utah,675
KOOSHAREM,Utah,400
AXTELL,Utah,850
SALINA,Utah,50
COALVILLE,Utah,440
KAMAS,Utah,2200
OAKLEY,Utah,1800
PEOA,Utah,141
PARK CITY,Utah,850
SALT LAKE CITY,Utah,76
OAKLEY,Utah,1251
KAMAS,Utah,75
PARK CITY,Utah,600
WANSHIP,Utah,85
GRANTSVILLE,Utah,13400
TOOELE,Utah,37100
STOCKTON,Utah,620
MONTPELIER,Utah,920
TOOELE,Utah,26
LAKE POINT,Utah,2020
SARATOGA SPRINGS,Utah,41
OREM,Utah,0
SANTAQUIN,Utah,16500
PROVO,Utah,116288
CEDAR VALLEY,Utah,400
ELBERTA,Utah,141
FAIRFIELD,Utah,120
LEHI,Utah,20000
SPANISH FORK,Utah,11072
MAPLETON,Utah,12414
OREM,Utah,98129
OREM,Utah,40000
PROVO,Utah,100
ELK RIDGE,Utah,97
ELBERTA,Utah,60
OREM,Utah,0
OREM,Utah,230
SARATOGA SPRINGS,Utah,58000
ALPINE,Utah,109
PAYSON,Utah,36
ELBERTA,Utah,90
HEBER CITY,Utah,270
HEBER CITY,Utah,484
DANIEL,Utah,1058
OREM,Utah,5200
DANIEL,Utah,190
MIDWAY,Utah,388
DRAPER,Utah,300
HEBER CITY,Utah,350
PLEASANT GROVE,Utah,31
HEBER CITY,Utah,200
PROVO,Utah,85
PAYSON,Utah,4530
PAYSON,Utah,2345
CENTRAL,Utah,35
ENTERPRISE,Utah,482
ENTERPRISE,Utah,2000
HILDALE,Utah,6000
HURRICANE,Utah,25555
NEW HARMONY,Utah,200
ROCKVILLE,Utah,240
ST GEORGE CITY,Utah,105240
SANTA CLARA,Utah,9000
SPRINGDALE,Utah,529
VEYO,Utah,500
HURRICANE,Utah,38015
ST GEORGE,Utah,50
DAMMERON VALLEY,Utah,885
APPLE VALLEY,Utah,450
ST GEORGE,Utah,425
LEEDS,Utah,358
NEW HARMONY,Utah,660
PAROWAN,Utah,314
NEW HARMONY,Utah,78
APPLE VALLEY,Utah,232
ST GEORGE,Utah,0
HIGHLAND,Utah,61
HANKSVILLE,Utah,210
LOA,Utah,490
TORREY,Utah,550
BICKNELL,Utah,65
EDEN,Utah,1750
NORTH OGDEN,Utah,7880
OGDEN,Utah,2480
SOUTH WEBER,Utah,0
OAKLEY,Utah,350
EDEN,Utah,208
OGDEN,Utah,82
HUNTSVILLE,Utah,237
HUNTSVILLE,Utah,3125
EDEN,Utah,85
LIBERTY,Utah,39
HUNTSVILLE,Utah,36
SOUTH WEBER,Utah,0
MEADOWS OF DAN,Virginia,40
PEARISBURG,Virginia,0
NARROWS,Virginia,2029
JONESVILLE,Virginia,1968
CLEVELAND,Virginia,340
DUNGANNON,Virginia,410
NORTH TAZEWELL,Virginia,870
NORTH TAZEWELL,Virginia,4470
WYTHEVILLE,Virginia,7804
CHARLOTTESVILLE,Virginia,58
GREENWOOD,Virginia,27
CULPEPER,Virginia,33
CLIFTON FORGE,Virginia,70
